id, latitude, longitude, timestamp, executionTime
0, -22.923943, -43.177799, 2020-03-18T10:08:20.463Z, 2108
1, -22.924776, -43.179428, 2020-03-18T10:09:30.473Z, 1379
2, -22.925875, -43.179329, 2020-03-18T10:10:05.482Z, 5468
3, -22.928761, -43.179279, 2020-03-18T10:11:15.497Z, 1468
4, -22.930351, -43.178955, 2020-03-18T10:12:25.507Z, 1416
5, -22.930725, -43.179085, 2020-03-18T10:13:00.518Z, 2115
6, -22.931084, -43.179314, 2020-03-18T10:14:09.530Z, 522
7, -22.931461, -43.179459, 2020-03-18T10:15:20.540Z, 2043
8, -22.932478, -43.182209, 2020-03-18T10:16:30.563Z, 1393
9, -22.932751, -43.183285, 2020-03-18T10:17:05.573Z, 2349
10, -22.93276, -43.183285, 2020-03-18T10:17:39.578Z, 2279
