attach,https://iotanode.world:14267 score: 62.49215424436552 scoreNorm: 0.5628838235251659
73723,0
94349,1
22364,2
18781,3
9298,4
102794,5
156331,6
231612,7
283137,8
321538,9
287373,10
308872,11
-1,13
338329,12
317191,14
-1,17
-1,16
-1,19
426945,15
-1,28
-1,26
-1,29
-1,23
543990,18
344344,22
-1,30
-1,25
594860,20
643755,21
-1,31
430372,27
639952,24
-1,33
-1,32
-1,41
361385,36
-1,42
-1,35
646428,34
-1,38
435135,40
-1,37
-1,39
-1,44
-1,43
