attach,https://wallet2.iota.town:443 score: 60.071688205003746 scoreNorm: 0.5410820278370037
487269,0
-1,2
660199,1
-1,3
-1,4
-1,5
377258,6
-1,8
-1,9
165641,16
-1,10
-1,7
-1,11
-1,17
-1,15
-1,18
-1,14
-1,13
-1,23
-1,24
-1,25
-1,22
895857,12
-1,21
-1,20
-1,19
-1,26
-1,27
-1,28
-1,29
-1,34
-1,35
-1,36
-1,37
-1,38
-1,39
-1,33
-1,32
-1,31
-1,30
-1,40
-1,41
-1,42
-1,43
-1,44
