attach,https://nodes.thetangle.org:443 score: 85.42567492538623 scoreNorm: 0.7694522794204162
6729,0
5252,1
9662,2
1351,3
-1,4
-1,5
7313,6
4182,7
3310,8
1414,9
-1,10
8807,11
17693,12
4753,13
24421,14
2421,15
11366,16
1288,17
1580,18
1461,19
1093,20
16483,21
1074,22
1575,23
1781,24
-1,25
2309,26
19741,27
2640,28
6202,29
22317,30
6061,31
1528,32
4451,33
8786,34
18920,35
17411,36
2788,37
3317,38
1842,39
1241,40
7230,41
9140,42
6645,43
4076,44
