attach,https://dyn.tangle-nodes.com:443 score: 110.41252373456953 scoreNorm: 0.9945156200209115
-1,0
-1,1
-1,2
8330,3
4958,4
7389,5
-1,6
35958,7
-1,8
16870,9
-1,10
23126,11
-1,12
-1,13
5293,14
-1,15
-1,16
-1,17
10866,18
-1,19
-1,20
-1,21
-1,22
-1,23
9048,24
2377,25
-1,26
-1,27
-1,28
21193,29
-1,30
-1,31
-1,32
-1,33
-1,34
-1,35
-1,36
-1,37
13629,38
16937,39
5549,40
4731,41
7347,42
-1,43
-1,44
