attach,https://node-iota.org:14267 score: 81.51987627893686 scoreNorm: 0.7342716891108564
-1,1
-1,0
16652,2
14691,3
-1,4
-1,5
2913,6
39001,8
106907,7
93791,9
119758,10
28421,12
103806,11
10664,13
52586,14
12472,15
50468,16
74032,18
125199,17
80439,19
59915,20
43126,21
85233,22
175287,23
163577,24
266385,25
293082,26
287475,28
-1,32
-1,29
187703,30
478070,27
271280,31
-1,35
-1,40
453318,33
656487,34
-1,38
-1,41
-1,42
564492,37
688141,36
-1,39
