id, latitude, longitude, timestamp, executionTime
0, -22.8951, -43.256, 2020-03-17T22:15:15.543Z, 2903
1, -22.894, -43.2578, 2020-03-17T22:16:15.554Z, 3378
2, -22.8949, -43.2624, 2020-03-17T22:17:34.560Z, 1436
3, -22.8967, -43.2632, 2020-03-17T22:18:55.569Z, 510
4, -22.899, -43.2636, 2020-03-17T22:19:14.579Z, 2511
5, -22.9007, -43.2666, 2020-03-17T22:20:14.584Z, 1216
6, -22.9018, -43.2692, 2020-03-17T22:21:14.589Z, 1583
7, -22.897, -43.2722, 2020-03-17T22:23:14.614Z, 567
8, -22.8964, -43.2726, 2020-03-17T22:24:14.624Z, 3711
9, -22.8926, -43.2767, 2020-03-17T22:25:42.630Z, 1543
10, -22.8921, -43.2775, 2020-03-17T22:26:13.633Z, 3105
11, -22.892, -43.2794, 2020-03-17T22:27:13.637Z, 1087
12, -22.8919, -43.2804, 2020-03-17T22:28:13.644Z, 3314
13, -22.8919, -43.2818, 2020-03-17T22:29:13.653Z, 2346
