attach,https://wallet1.iota.town:443 score: 65.75717182159423 scoreNorm: 0.31511133457382884 KUMALRFJGIGWE9IUEAZCJAHHJRPVICNQVGUYSWBEVB9NYPOIFBCNSKQFUZOOOKWBUBHOTOY9TZNZKWWIO
1571077214009,undefined,1571077239049,0
