attach,https://ultranode.iotatoken.nl:443 score: 208.17453816731768 scoreNorm: 0.9975817804964041 BKJRUTKTPOYKZRFEBEIFUTDM9AQJHIEGBUXERSYKFTDGGVIHUDZ9CIAUZFSRPL9RLNHR9FTLMWROLYCFJ
1571077240239,undefined,1571077244035,0
