attach,http://node06.iotatoken.nl:14265 score: 48.642624075753346 scoreNorm: 0.3858650573735739
11077,0
1676,1
7420,2
22641,3
2510,4
6619,5
2996,6
18398,7
5243,8
16827,9
21915,10
19087,11
13694,12
18260,13
15113,14
4603,15
14529,16
6940,17
6432,18
6581,19
22968,20
7247,21
13829,22
8411,23
4473,24
4596,25
29550,26
9221,27
22351,28
5729,29
25162,30
3812,31
15657,32
19821,33
17313,34
38364,35
12350,36
6396,37
4982,38
32850,39
15166,40
4192,41
12270,42
6692,43
