id, latitude, longitude, timestamp, executionTime
0, -22.8951, -43.256, 2020-03-07T15:34:07.286Z, 4855
2, -22.8949, -43.2624, 2020-03-07T15:36:26.355Z, 2492
1, -22.894, -43.2578, 2020-03-07T15:35:07.331Z, 6862
3, -22.8967, -43.2632, 2020-03-07T15:37:47.380Z, 6088
4, -22.899, -43.2636, 2020-03-07T15:38:06.391Z, 8000
5, -22.9007, -43.2666, 2020-03-07T15:39:06.400Z, 4296
6, -22.9018, -43.2692, 2020-03-07T15:40:06.445Z, 2815
7, -22.897, -43.2722, 2020-03-07T15:42:06.495Z, 6624
8, -22.8964, -43.2726, 2020-03-07T15:43:06.542Z, 2962
9, -22.8926, -43.2767, 2020-03-07T15:44:34.568Z, 7254
10, -22.8921, -43.2775, 2020-03-07T15:45:05.588Z, 7892
11, -22.892, -43.2794, 2020-03-07T15:46:05.595Z, 2364
12, -22.8919, -43.2804, 2020-03-07T15:47:05.607Z, 901
13, -22.8919, -43.2818, 2020-03-07T15:48:05.680Z, 235
