id, latitude, longitude, timestamp, executionTime
0, -22.923943, -43.177799, 2020-03-07T15:33:22.277Z, 4872
1, -22.924776, -43.179428, 2020-03-07T15:34:32.290Z, 4903
3, -22.928761, -43.179279, 2020-03-07T15:36:17.342Z, 1968
2, -22.925875, -43.179329, 2020-03-07T15:35:07.328Z, 3536
4, -22.930351, -43.178955, 2020-03-07T15:37:27.371Z, 4849
5, -22.930725, -43.179085, 2020-03-07T15:38:02.386Z, 5687
6, -22.931084, -43.179314, 2020-03-07T15:39:11.414Z, 857
7, -22.931461, -43.179459, 2020-03-07T15:40:22.447Z, 69
8, -22.932478, -43.182209, 2020-03-07T15:41:32.464Z, 2772
9, -22.932751, -43.183285, 2020-03-07T15:42:07.497Z, 8560
10, -22.93276, -43.183285, 2020-03-07T15:42:41.512Z, 2866
