attach,http://node06.iotatoken.nl:14265 score: 57.581224208286834 scoreNorm: 0.4869382154464119
13390,0
12088,1
39950,2
21913,3
14021,4
6568,5
11329,6
5914,7
18295,8
1710,9
28624,10
3106,11
5753,12
5780,13
8152,14
6115,15
29574,16
8236,17
5848,18
14667,19
4753,20
28962,21
1221,22
6157,23
17765,24
13385,25
10972,26
8655,27
13179,28
8764,29
7959,30
6354,31
16057,32
34742,33
6407,34
22802,35
2361,36
16606,37
8793,38
4292,39
4439,40
26699,41
41750,42
17033,44
38316,43
