attach,https://pow.iota.community:443 score: 37.08506494760513 scoreNorm: 0.32005780835766123
8326,0
2151,1
7914,2
14223,3
3989,4
7404,5
6673,6
1745,7
27825,8
2661,9
10377,10
6844,11
15743,12
20772,13
10601,14
7144,15
5526,16
6339,17
3204,18
11348,19
15539,20
6695,21
9069,22
1366,23
4680,24
4720,25
3839,26
7119,27
4053,28
6721,29
7422,30
3106,31
14004,32
9608,33
7080,34
5797,35
2705,36
4429,37
13768,38
6934,39
4067,40
1132,41
8830,42
8757,43
3288,44
