attach,https://node-iota.org:14267 score: 58.17621841760619 scoreNorm: 0.43027793586744806
42029,0
50115,1
21384,2
47001,3
41018,4
47199,5
118307,6
184955,7
190327,8
87263,9
109883,10
117356,11
119050,12
101195,13
115833,14
52534,15
98871,16
75744,17
136172,18
100170,19
112913,20
155818,21
114068,22
104789,23
94934,24
60707,25
30373,26
3855,27
19975,28
4583,29
17688,30
39194,31
38373,32
75323,33
95813,34
11998,35
41083,36
29430,37
24447,38
4528,39
23629,40
44316,41
22636,42
25045,43
39135,44
