id, latitude, longitude, timestamp, executionTime
0, -22.960569, -43.206589, 2020-02-28T11:10:09.871Z, 2372
1, -22.96034, -43.204342, 2020-02-28T11:11:09.938Z, 1003
2, -22.95949, -43.201069, 2020-02-28T11:12:09.973Z, 972
3, -22.957621, -43.199081, 2020-02-28T11:13:10.058Z, 1871
4, -22.95569, -43.196388, 2020-02-28T11:14:10.131Z, 1667
5, -22.95536, -43.195789, 2020-02-28T11:15:10.196Z, 2351
6, -22.95443, -43.19286, 2020-02-28T11:16:10.253Z, 2842
7, -22.95307, -43.188931, 2020-02-28T11:17:40.355Z, 3492
8, -22.952959, -43.188622, 2020-02-28T11:18:10.393Z, 1272
9, -22.95188, -43.185631, 2020-02-28T11:19:10.452Z, 1547
10, -22.951389, -43.18454, 2020-02-28T11:20:10.480Z, 1138
11, -22.950991, -43.183281, 2020-02-28T11:21:10.509Z, 1568
12, -22.94981, -43.181419, 2020-02-28T11:22:10.544Z, 1259
13, -22.947599, -43.182129, 2020-02-28T11:23:10.579Z, 2581
14, -22.943529, -43.181141, 2020-02-28T11:24:10.627Z, 2312
