attach,http://iotawallet.tobg.com.de:14265 score: 12.442224517464638 scoreNorm: 0.11311977125516341
20487,0
13660,1
22590,2
9425,3
17102,4
6546,5
37485,6
22107,7
25895,8
5395,9
32401,10
38257,11
19396,12
28285,13
33562,14
3781,15
16377,16
18134,17
13937,18
12798,19
11301,20
14820,21
3439,22
8432,23
30250,24
27962,25
39303,26
8665,27
17258,28
17681,29
7998,30
19920,31
4886,32
3730,33
13435,34
6143,35
21242,36
7056,37
5919,38
6179,39
34956,40
16070,41
32772,42
30875,43
16895,44
