attach,https://node-iota.org:14267 score: 86.1635332480073 scoreNorm: 0.8906310702353301
4636,0
25937,1
23990,2
33371,3
83680,4
42058,5
11270,6
48621,7
52599,8
29916,9
5128,10
117884,11
92009,12
58378,13
44833,14
124130,15
118653,16
111844,17
132090,18
222472,19
215551,20
178532,21
171823,22
124791,23
180346,24
184748,25
145646,26
119656,27
213952,28
232467,29
194043,30
148240,31
189034,32
185466,33
254671,34
188212,35
214038,36
249475,37
195902,38
221287,39
198791,40
172766,41
129595,42
