attach,http://78.46.254.167:14265 score: 40.805575708448586 scoreNorm: 0.3165017570124054
2452,0
13632,1
9570,2
20527,3
4965,4
5968,5
823,6
12546,7
8227,8
3746,9
6588,10
8454,11
7645,12
19391,13
6557,14
13488,15
9962,16
5813,17
10067,18
17551,19
7873,20
4378,21
9376,22
18942,23
12689,24
12666,25
11991,26
16474,27
1437,28
17870,29
18939,30
15872,31
14913,32
7569,33
19923,34
17204,35
11221,36
8953,37
5878,38
17334,39
17988,40
3806,41
19894,42
3517,43
28766,44
