attach,http://mandelhost.de:14265 score: 97.26281385040282 scoreNorm: 0.43639121439985995
8215,19703,0
1154,22451,1
20190,46450,2
38351,221894,3
170594,194106,4
28728,448259,5
92077,405331,6
266298,1000410,7
264563,1111629,8
