attach,https://nodes.thetangle.org:443 score: 85.42567492538623 scoreNorm: 0.7694522794204162
643,0
2714,1
1069,2
41535,3
947,4
7797,5
6828,6
2197,7
15839,8
5948,9
4731,10
10018,11
1921,12
2269,13
4006,14
23290,15
8269,16
1565,17
6635,18
1318,19
3966,20
4641,21
2568,22
4864,23
12036,24
16641,25
4632,26
11459,27
2784,28
7491,29
1784,30
1470,31
2040,33
1921,34
-1,35
-1,32
5240,36
3447,37
3688,38
1267,39
2958,40
3829,41
2374,42
1632,43
