attach,http://node01.iotatoken.nl:14265 score: 43.896970302036834 scoreNorm: 0.3868325251323321
2476,0
8567,1
5821,2
15885,3
3203,4
8054,5
7510,6
12050,7
5976,8
6300,9
11123,10
5752,11
12533,12
3004,13
9343,14
3885,15
4858,16
4089,17
15075,18
12162,19
7299,20
7870,21
7200,22
5265,23
5699,24
1704,25
11330,26
3748,27
1282,28
7118,29
3457,30
5036,31
3899,32
10636,33
5680,34
4107,35
11274,36
4172,37
5874,38
3506,39
2214,40
8159,41
2258,42
