attach,http://185.244.195.45:14265 score: 48.202241733670235 scoreNorm: 0.20964386812614466
1570883263657,1570883263881,1570883263897,1570883290478,0
1570883273685,1570883273940,1570883273968,1570883298679,1
1570883383731,1570883384513,1570883384528,1570883415739,2
1570883423756,1570883440978,1570883440994,1570883464152,3
1570883623852,1570883624455,1570883624474,1570883651410,4
1570883683880,1570883684185,1570883684208,1570883715850,5
1570883743908,1570883744168,1570883744195,1570883766037,6
1570883803936,1570883805033,1570883805059,1570883813289,7
1570883813940,1570883814399,1570883814413,1570883851774,8
1570884044031,1570884044924,1570884044954,1570884074695,9
1570884104061,1570884104678,1570884104710,1570884127473,10
1570884164140,1570884164920,1570884164945,1570884233443,11
1570884214158,1570884214835,1570884214855,1570884256583,12
1570884284252,1570884284814,1570884284836,1570884298325,13
1570884334259,1570884334742,1570884334772,1570884429313,14
1570884454385,1570884454763,1570884454783,1570884498122,15
1570884524411,1570884524798,1570884524818,1570884594409,16
1570884574495,1570884574940,1570884574963,1570884643439,17
1570884644584,1570884644966,1570884644984,1570884671207,18
1570884704608,1570884705177,1570884705193,1570884966797,19
1570884764635,1570884773659,1570884773678,1570885058756,20
1570884824740,1570884825639,1570884825655,1570885078471,21
1570884884808,1570884885234,1570884885256,1570885102640,22
1570884944837,1570884957966,1570884957978,1570885151488,23
1570885004856,1570885005296,1570885005322,1570885198426,24
1570885065006,1570885065894,1570885065915,1570885242656,25
1570885125025,1570885125551,1570885125578,1570885253190,26
1570885185044,1570885185789,1570885185854,1570885277683,27
1570885235060,1570885235664,1570885235695,1570885292191,28
1570885285072,1570885290603,1570885290614,1570885361183,29
1570885425324,1570885425728,-1,-1,30
1570885485490,1570885485878,1570885485892,1570885519027,31
1570885535699,1570885536023,1570885536046,1570885554553,32
1570885595713,1570885596613,1570885596628,1570886087530,33
1570885615779,1570885616260,1570885616285,1570886095633,34
1570885786292,1570885786809,1570885786822,1570886179957,35
1570885836358,1570885836703,1570885836717,1570886188190,36
1570885896724,1570885897711,1570885897726,1570886224426,37
1570885956923,1570885957510,1570885957529,1570886227444,38
1570886016961,1570886022836,1570886022854,1570886250838,39
1570886077646,1570886078034,1570886078057,1570886288764,40
1570886137662,1570886138337,1570886138349,1570886331982,41
1570886196677,1570886197067,1570886197083,1570886374016,42
1570886257693,1570886258336,1570886258349,1570886416068,43
1570886307752,1570886308151,1570886308178,1570886424089,44
