attach,http://node04.iotatoken.nl:14265 score: 21.2534597886629 scoreNorm: 0.23627079041069013
8491,0
4538,1
11154,2
16375,3
4149,4
3324,5
4569,6
6034,7
2654,8
4381,9
9582,10
2360,11
7171,12
11347,13
6053,14
3071,15
5949,16
9945,17
3339,18
4259,19
4868,20
16550,21
8054,22
7902,23
15073,24
7761,25
12443,26
18411,27
4843,28
7175,29
3257,30
8691,31
8846,32
16834,33
3288,34
11916,35
1895,36
8480,37
4645,38
8601,39
19967,40
5209,41
8870,42
1914,43
