attach,https://node02.gubiota.ch:443 score: 40.52981874388429 scoreNorm: 0.29926387792176484
-1,0
125512,1
155437,2
107833,3
66460,4
42767,6
151397,5
35088,7
29144,8
45354,9
40811,10
16166,11
41812,12
13814,13
41841,14
93812,15
75104,16
52813,18
176593,17
128692,19
150579,20
-1,21
-1,22
-1,23
140245,24
-1,25
107052,26
-1,28
-1,27
-1,29
-1,30
-1,32
-1,31
-1,33
-1,34
195038,35
-1,37
-1,36
-1,38
89296,39
92437,40
173221,41
-1,42
