attach,http://node06.iotatoken.nl:14265 score: 62.29685789271764 scoreNorm: 0.46924115861918786
23828,0
14406,1
27362,2
4476,3
19275,4
7641,5
10220,6
14752,7
18089,8
6999,9
13973,10
6556,11
12728,12
13874,13
8464,14
12771,15
7661,16
11577,17
15467,18
16389,19
2950,20
9178,21
5331,22
7236,23
6688,24
3421,25
6771,26
2730,27
2896,28
7917,29
8728,30
7242,31
10938,32
4731,33
8729,34
5850,35
5535,36
6979,37
7621,38
5445,39
16172,40
12126,41
21047,42
6397,43
14456,44
