attach,https://wallet1.iota.town:443 score: 86.49383597373964 scoreNorm: 0.731439018799224
10521,0
14666,1
33252,2
5098,3
18429,4
24902,5
15021,6
13242,7
12967,8
11043,9
96960,10
153049,12
134992,13
248816,11
200024,14
177465,15
101374,17
69625,18
208500,16
103393,19
129615,20
107680,21
70783,22
76173,23
72683,24
52260,25
3821,26
10676,27
26089,28
13300,29
5130,30
16658,31
10311,32
14275,33
4263,34
17570,35
153760,36
170970,37
183459,38
208863,39
131882,40
149921,41
58274,43
127595,42
16597,44
