attach,https://nodes.thetangle.org:443 score: 99.89438652124296 scoreNorm: 0.8447613779418006
2272,0
3993,1
12667,2
8484,3
2477,4
5798,5
1237,6
1125,7
2661,8
4230,9
42962,10
1642,11
16574,12
21704,13
2390,14
19320,15
2148,16
5574,17
1644,18
3404,19
2750,20
7282,21
17793,22
3516,23
5295,24
2316,25
1937,26
12163,27
1009,28
8188,29
4935,30
1980,31
6275,32
8211,33
3391,35
-1,34
3122,36
1830,37
13749,38
3715,39
9483,40
1717,41
4377,42
2636,43
1825,44
