attach,https://iotanode.world:14267 score: 39.502500938481106 scoreNorm: 0.3340546780157888
22323,0
3569,1
5781,2
20199,3
50742,4
78904,5
76363,6
30547,7
64509,8
40152,9
21161,10
23203,11
27695,12
22162,13
21135,14
38104,15
11104,16
40374,17
9993,18
8946,19
43834,20
17672,21
28377,22
67266,23
49311,24
11084,25
34092,26
40158,27
49802,28
35186,29
57618,30
14280,31
3478,32
38399,33
12203,34
16638,35
10154,36
47565,37
112259,38
80362,40
160811,39
12887,41
45724,42
52855,43
54779,44
