id, latitude, longitude, timestamp, executionTime
0, -22.8951, -43.256, 2020-02-28T11:10:28.892Z, 143
1, -22.894, -43.2578, 2020-02-28T11:11:28.968Z, 232
2, -22.8949, -43.2624, 2020-02-28T11:12:48.014Z, 161
3, -22.8967, -43.2632, 2020-02-28T11:14:09.122Z, 125
4, -22.899, -43.2636, 2020-02-28T11:14:28.159Z, 154
5, -22.9007, -43.2666, 2020-02-28T11:15:28.203Z, 102
6, -22.9018, -43.2692, 2020-02-28T11:16:28.260Z, 145
7, -22.897, -43.2722, 2020-02-28T11:18:28.407Z, 56
8, -22.8964, -43.2726, 2020-02-28T11:19:28.465Z, 88
9, -22.8926, -43.2767, 2020-02-28T11:20:56.505Z, 61
10, -22.8921, -43.2775, 2020-02-28T11:21:27.519Z, 51
11, -22.892, -43.2794, 2020-02-28T11:22:27.547Z, 50
12, -22.8919, -43.2804, 2020-02-28T11:23:27.605Z, 81
13, -22.8919, -43.2818, 2020-02-28T11:24:27.658Z, 66
