attach,https://dyn.tangle-nodes.com:443 score: 110.41252373456953 scoreNorm: 0.9945156200209115
-1,0
-1,1
10152,2
-1,3
-1,4
8634,5
-1,6
-1,7
-1,8
-1,9
19565,10
4926,11
-1,12
-1,13
6239,14
-1,15
6486,16
21481,17
-1,18
-1,19
-1,20
18551,21
13929,22
-1,23
-1,24
-1,25
-1,26
-1,27
-1,28
-1,29
-1,30
20820,31
-1,32
-1,33
-1,34
-1,35
-1,36
-1,37
-1,38
-1,39
-1,40
13140,41
4294,42
-1,43
-1,44
