attach,https://node02.gubiota.ch:443 score: 40.39652949059351 scoreNorm: 0.3638625240521704
78601,0
50773,1
27885,2
67698,3
-1,5
-1,6
111780,4
-1,8
139527,7
-1,9
-1,10
-1,11
-1,12
-1,13
-1,14
123784,15
-1,16
-1,17
-1,18
143258,19
162913,20
116988,21
-1,22
-1,23
-1,24
-1,25
-1,26
-1,28
-1,27
-1,29
-1,30
-1,31
-1,32
-1,33
-1,34
-1,36
-1,37
-1,35
-1,38
-1,39
-1,41
-1,40
-1,42
