attach,https://node-iota.org:14267 score: 81.51987627893686 scoreNorm: 0.7342716891108564
-1,0
3718,1
4696,2
118749,3
101561,4
20846,5
11417,6
22096,7
50010,8
133808,9
128106,10
132551,11
175320,12
225577,13
271493,14
-1,17
488665,15
-1,16
356367,18
304294,19
292055,20
-1,21
-1,22
-1,29
396440,23
389682,24
395733,25
-1,34
-1,27
84592,31
139321,32
637955,26
-1,30
-1,28
-1,36
-1,35
-1,33
-1,39
-1,40
490648,37
479054,38
305434,41
335899,42
-1,43
314578,44
