attach,http://mandelhost.de:14265 score: 71.96968590545654 scoreNorm: 0.316636732873096
578,41893,0
53635,38156,1
17200,182220,2
152139,128295,3
78762,381854,4
42617,502140,5
461440,8908,10
662131,76525,7
531598,397893,8
495792,413952,9
