attach,http://node02.iotatoken.nl:14265 score: 56.37044576372419 scoreNorm: 0.48428418700297376
11552,0
2354,1
10206,2
12070,3
6885,4
7971,5
9367,6
6373,7
24701,8
26668,9
23405,10
21559,11
8650,12
6414,13
11188,14
10984,15
2531,16
9394,17
4271,18
10050,19
8397,20
15509,21
7184,22
6524,23
8235,24
1912,25
11461,26
2823,27
5650,28
9194,29
6537,30
17664,31
9231,32
20116,33
7447,34
1418,35
18526,36
3243,37
6989,38
4663,39
3155,40
10386,41
14316,42
3062,43
13844,44
