attach,http://node01.iotatoken.nl:14265 score: 47.016000000000005 scoreNorm: 0.4039191996381961
3579,0
4880,1
5601,2
5233,3
7452,4
6748,5
6073,6
6351,7
7751,8
7036,9
2763,10
6966,11
8911,12
6684,13
14260,14
3395,15
2485,16
2481,17
4081,18
7112,19
5864,20
4424,21
20176,22
12818,23
9304,24
3854,25
2588,26
4065,27
5620,28
9743,29
5233,30
25121,31
1784,32
17120,33
2235,34
14273,35
3608,36
2920,37
10613,38
11679,39
1053,40
6284,41
10312,42
4382,43
5238,44
