attach,http://mandelhost.de:14265 score: 40.04305492401123 scoreNorm: 0.366322639282245
33816,0
13923,1
8582,2
26875,3
7780,4
20022,5
14883,6
52144,7
122460,8
16090,10
142969,9
61154,11
15543,12
57701,13
39583,14
21949,15
33256,16
29548,17
61215,18
10014,19
4518,20
99032,22
166144,21
75848,23
39543,24
117081,25
75108,26
139939,27
205290,28
284542,29
247529,30
221818,31
200279,32
258735,33
250739,34
351391,35
458828,36
464877,37
376887,38
374540,39
393254,40
403250,41
380114,42
