attach,https://ultranode.iotatoken.nl:443 score: 68.96584717475044 scoreNorm: 0.5194742580623274
19321,0
3684,1
36460,2
8190,3
1592,4
17561,5
13537,6
15697,7
8678,8
21131,9
34334,10
15931,11
4663,12
29349,13
12946,14
7218,15
7503,16
11324,17
5301,18
15921,19
8896,20
14268,21
14138,22
24356,23
12746,24
1993,25
3781,26
8953,27
4276,28
12471,29
30390,30
38488,31
37223,32
15325,33
13524,34
-1,35
-1,36
13893,39
-1,37
99712,38
6043,40
4353,41
5642,42
6789,43
2345,44
