attach,https://nodes.thetangle.org:443 score: 85.42567492538623 scoreNorm: 0.7694522794204162
32297,0
5708,1
-1,2
12406,3
4663,4
3702,5
1057,6
1698,7
8278,8
919,9
4308,10
-1,11
2276,12
4922,13
2521,14
1923,15
1449,16
761,17
1890,18
34110,19
10767,20
1910,21
1458,22
2228,23
2892,25
40887,26
17604,27
11334,28
6226,29
-1,30
30515,31
29452,32
2059,33
-1,24
2468,34
642,35
4814,36
2736,37
3419,38
1146,40
5249,41
3375,42
2381,43
2937,44
-1,39
