attach,https://node01.gubiota.ch:443 score: 38.61800527350256 scoreNorm: 0.27452222063551573
-1,0
115715,2
-1,1
-1,3
107667,4
94202,5
67832,6
-1,7
85249,9
-1,8
-1,10
-1,12
-1,11
-1,13
-1,15
177508,14
110315,16
75206,17
75596,18
70022,20
-1,19
-1,21
-1,23
-1,22
-1,25
-1,24
-1,27
-1,26
-1,28
158936,29
-1,30
-1,31
-1,32
131570,33
109210,34
-1,35
-1,36
126298,37
156044,38
47828,40
-1,39
-1,41
-1,42
85414,43
-1,44
