attach,http://node02.iotatoken.nl:14265 score: 34.725324227469315 scoreNorm: 0.29969237434140583
15594,0
8394,1
5508,2
14544,3
5094,4
10540,5
10937,6
6695,7
6018,8
27231,9
4361,10
11271,11
5294,12
26137,13
11254,14
1427,15
9024,16
5968,17
7183,18
9656,19
18110,20
10298,21
5397,22
4436,23
9113,24
22535,25
18855,26
10122,27
2851,28
7001,29
5154,30
7566,31
4056,32
31431,33
9389,34
7863,35
12182,36
13027,37
20435,38
20936,39
19005,40
28863,41
12484,42
13472,43
13679,44
