attach,https://ultranode.iotatoken.nl:443 score: 64.35332004123264 scoreNorm: 0.5796478498677091
5299,0
19504,1
51342,2
60160,3
66079,4
92836,5
101404,6
105381,7
111352,8
42858,9
32432,10
14882,11
1567,12
3337,13
2010,14
17296,15
50760,16
-1,17
-1,18
-1,19
168651,20
-1,21
174635,22
155330,23
134676,24
125009,25
121952,26
99743,27
75354,28
2357,29
57595,30
4889,31
8795,32
22760,33
1766,34
3423,35
56723,36
-1,37
-1,38
-1,40
-1,39
-1,41
-1,42
-1,43
-1,44
