attach,https://dyn.tangle-nodes.com:443 score: 110.41252373456953 scoreNorm: 0.9945156200209115
-1,0
-1,1
14976,2
-1,3
-1,4
-1,5
-1,6
7524,7
16018,8
10877,9
-1,10
-1,11
-1,12
12097,13
19055,14
13652,15
-1,16
-1,17
-1,18
12920,19
7783,20
-1,21
17177,22
5625,23
-1,24
-1,25
-1,26
18858,27
-1,28
-1,29
-1,30
-1,31
6675,32
7931,33
-1,34
10102,35
-1,36
-1,37
-1,38
-1,39
-1,40
-1,41
-1,42
