attach,https://perma.iota.partners:443 score: 42.13396844863892 scoreNorm: 0.3795121091188327
2742,0
6792,1
7327,2
4404,3
12898,4
6786,5
2165,6
7599,7
3932,8
7342,9
7060,10
15572,11
3877,12
10214,13
11699,14
2073,15
4733,16
5937,17
7713,18
6367,19
18660,20
17020,21
4399,22
14452,23
16967,24
18518,25
3685,26
7965,27
8272,28
10647,29
5253,30
12308,31
4816,32
10326,33
4202,34
3141,35
4666,36
12816,37
12628,38
7969,39
6677,40
1175,41
4295,42
5529,43
4273,44
