attach,https://wallet2.iota.town:443 score: 60.071688205003746 scoreNorm: 0.5410820278370037
506023,0
-1,2
-1,3
684827,1
-1,5
-1,6
-1,4
-1,9
-1,10
817170,7
927216,8
-1,16
-1,17
-1,15
-1,18
-1,14
-1,13
-1,12
-1,22
-1,23
-1,24
-1,21
-1,25
861747,11
-1,26
-1,27
-1,20
-1,19
-1,28
-1,29
-1,30
-1,31
-1,32
-1,37
-1,38
-1,39
-1,40
-1,33
-1,35
-1,34
-1,41
-1,42
-1,43
415125,36
-1,44
