attach,https://node01.gubiota.ch:443 score: 38.05681580118463 scoreNorm: 0.15428007793392373
-1,1
-1,0
156767,2
-1,4
-1,3
196169,5
-1,6
-1,7
146040,8
124149,9
-1,11
-1,10
-1,12
189650,13
-1,14
-1,15
-1,16
-1,17
-1,18
-1,20
-1,19
-1,21
-1,22
-1,23
-1,24
209163,25
-1,26
-1,28
-1,27
-1,29
-1,30
-1,32
-1,31
-1,33
-1,35
-1,34
-1,36
-1,38
-1,37
-1,39
-1,40
-1,41
-1,43
-1,42
-1,44
