attach,https://nodes.thetangle.org:443 score: 112.8986681443118 scoreNorm: 0.45768451598618587
3068,0
2594,1
3155,2
990,3
579,4
1406,5
1738,6
2288,7
3715,8
12992,9
5706,10
8101,11
833,12
1361,14
1398,15
1922,16
3272,17
3036,18
2348,19
1997,20
2990,21
2029,22
-1,13
28164,23
16241,24
2287,25
1494,26
4632,27
2532,28
16235,29
13689,30
2175,31
2517,32
5389,33
5808,34
27023,35
9482,36
2219,37
1839,38
1355,39
8122,40
2045,41
4970,42
2772,43
2414,44
