attach,https://ultranode.iotatoken.nl:443 score: 246.3997808702257 scoreNorm: 0.998890122446262
2953,0
6141,1
5258,2
4989,3
1706,4
19767,5
35934,6
10083,7
22844,8
4357,9
5530,10
21453,11
3308,12
3854,13
29746,14
52036,15
81544,16
126830,17
-1,18
149682,19
-1,20
-1,21
-1,22
172463,23
179462,24
-1,25
-1,27
-1,26
-1,28
-1,29
-1,30
-1,32
-1,31
-1,33
-1,35
-1,34
-1,37
-1,36
-1,38
-1,39
-1,40
-1,41
-1,43
-1,42
