id, latitude, longitude, timestamp, executionTime
0, -22.923943, -43.177799, 2020-03-13T16:14:41.267Z, 3329
1, -22.924776, -43.179428, 2020-03-13T16:15:51.276Z, 3493
2, -22.925875, -43.179329, 2020-03-13T16:16:26.290Z, 2781
3, -22.928761, -43.179279, 2020-03-13T16:17:36.316Z, 2153
4, -22.930351, -43.178955, 2020-03-13T16:18:46.347Z, 3693
5, -22.930725, -43.179085, 2020-03-13T16:19:21.359Z, 3553
6, -22.931084, -43.179314, 2020-03-13T16:20:30.385Z, 1804
7, -22.931461, -43.179459, 2020-03-13T16:21:41.410Z, 170
8, -22.932478, -43.182209, 2020-03-13T16:22:51.431Z, 4810
9, -22.932751, -43.183285, 2020-03-13T16:23:26.449Z, 2875
10, -22.93276, -43.183285, 2020-03-13T16:24:00.462Z, 2990
