attach,https://pow.iota.community:443 score: 55.88013879954815 scoreNorm: 0.3972328369637065
21126,0
14666,1
18116,2
8692,3
7540,4
3519,5
5363,6
12642,7
10800,8
13420,9
5832,10
2272,11
7519,12
7831,13
6935,14
14614,15
18463,16
7135,17
5325,18
5478,19
26245,20
35796,21
2167,22
4914,23
9746,24
11632,25
3283,26
5391,27
15948,28
6176,29
14363,30
12171,31
9528,32
13574,33
13519,34
3029,35
17697,36
6337,37
3857,38
5653,39
5633,40
9275,41
27284,42
16843,43
14860,44
