attach,https://node02.gubiota.ch:443 score: 26.445365187624173 scoreNorm: 0.2939882446298125
64003,0
102471,1
-1,2
-1,3
-1,4
-1,5
-1,6
-1,7
-1,8
-1,9
-1,10
-1,11
143409,12
105687,13
94849,14
83627,15
62845,16
28570,17
41348,18
58319,19
41053,20
22119,21
45352,22
68104,23
60390,24
60130,25
109432,26
167001,27
-1,28
-1,30
134605,29
-1,31
-1,32
-1,34
99184,35
214468,33
-1,36
127691,37
120125,38
-1,39
-1,41
-1,40
-1,42
-1,43
-1,44
