attach,https://wallet2.iota.town:443 score: 22.339296951013456 scoreNorm: 0.24834184176688942
-1,2
-1,3
-1,4
-1,5
-1,6
889649,0
927127,1
-1,11
-1,12
-1,10
-1,9
-1,8
634230,7
-1,16
-1,15
-1,14
-1,13
-1,17
-1,18
-1,19
-1,20
-1,27
-1,26
-1,28
-1,25
-1,24
-1,23
-1,29
-1,22
-1,21
-1,30
520029,32
-1,38
-1,37
-1,36
-1,35
-1,39
-1,34
-1,33
-1,31
-1,40
-1,41
-1,42
