id, latitude, longitude, timestamp, executionTime
0, -22.8951, -43.256, 2020-02-28T13:31:33.574Z, 61
1, -22.894, -43.2578, 2020-02-28T13:32:33.619Z, 105
2, -22.8949, -43.2624, 2020-02-28T13:33:52.644Z, 79
3, -22.8967, -43.2632, 2020-02-28T13:35:13.698Z, 64
4, -22.899, -43.2636, 2020-02-28T13:35:32.740Z, 120
5, -22.9007, -43.2666, 2020-02-28T13:36:32.775Z, 73
6, -22.9018, -43.2692, 2020-02-28T13:37:32.828Z, 75
7, -22.897, -43.2722, 2020-02-28T13:39:32.953Z, 84
8, -22.8964, -43.2726, 2020-02-28T13:40:32.994Z, 65
9, -22.8926, -43.2767, 2020-02-28T13:42:01.022Z, 63
10, -22.8921, -43.2775, 2020-02-28T13:42:32.038Z, 70
11, -22.892, -43.2794, 2020-02-28T13:43:32.072Z, 74
12, -22.8919, -43.2804, 2020-02-28T13:44:32.123Z, 76
13, -22.8919, -43.2818, 2020-02-28T13:45:32.201Z, 79
