id, latitude, longitude, timestamp, executionTime
0, -22.923943, -43.177799, 2020-02-28T13:30:48.557Z, 73
1, -22.924776, -43.179428, 2020-02-28T13:31:58.576Z, 76
2, -22.925875, -43.179329, 2020-02-28T13:32:33.607Z, 89
3, -22.928761, -43.179279, 2020-02-28T13:33:43.636Z, 54
4, -22.930351, -43.178955, 2020-02-28T13:34:53.691Z, 71
5, -22.930725, -43.179085, 2020-02-28T13:35:28.720Z, 68
6, -22.931084, -43.179314, 2020-02-28T13:36:37.789Z, 60
7, -22.931461, -43.179459, 2020-02-28T13:37:48.843Z, 70
8, -22.932478, -43.182209, 2020-02-28T13:38:58.909Z, 71
9, -22.932751, -43.183285, 2020-02-28T13:39:33.970Z, 63
10, -22.93276, -43.183285, 2020-02-28T13:40:07.982Z, 78
