attach,http://node05.iotatoken.nl:14265 score: 35.84130249023437 scoreNorm: 35.84130249023437 CTFMYVGYDDYJRJIOUOKRCHTTZRXOEBUVOYCFTEHFZECHVUHPHVZZEFDGUFLIWMBGNPELBXRGX99SUKFLZ
1571984685286,1571984687670,1571984730880,0,http://node05.iotatoken.nl:14265
1571984716365,1571984793436,1571984815876,1,http://node.iotadev.org:14265
1571984865474,1571984865620,1571984871979,3,http://node.iotadev.org:14265
1571984805319,1571984849537,1571984882087,2,http://node05.iotatoken.nl:14265
1571984895332,1571984909062,1571984958642,4,http://node.iotadev.org:14265
1571985016447,1571985038384,1571985121762,5,http://node.iotadev.org:14265
1571985106936,1571985163372,1571985211672,6,http://node05.iotatoken.nl:14265
1571985167371,1571985190975,-1,7,http://node.iotadev.org:14265
1571985348386,1571985348676,1571985351160,10,https://trinity.iota-tangle.io:14265
1571985409703,1571985409927,1571985412052,11,https://trinity.iota-tangle.io:14265
1571985227744,1571985290044,1571985392298,8,http://node05.iotatoken.nl:14265
1571985288208,1571985318428,1571985427094,9,http://iota-fn01.sairai.de:14265
1571985459877,1571985460673,1571985472723,12,https://trinity.iota-tangle.io:14265
1571985520177,1571985521260,1571985525370,13,https://trinity.iota-tangle.io:14265
1571985580192,1571985580541,1571985587774,14,https://trinity.iota-tangle.io:14265
1571985640389,1571985641318,1571985651582,15,https://trinity.iota-tangle.io:14265
1571985701008,1571985702105,1571985715818,16,https://trinity.iota-tangle.io:14265
1571985761310,1571985764314,1571985774968,17,https://trinity.iota-tangle.io:14265
1571985822036,1571985822867,1571985837259,18,https://trinity.iota-tangle.io:14265
