attach,http://159.69.116.60:14265 score: 3.3590537806919643 scoreNorm: 0.02720952777565658
25471,0
4882,1
10348,2
10820,3
12080,4
17907,5
4524,6
8761,7
16972,8
5594,9
14456,10
2952,11
11565,12
4961,13
9745,14
4285,15
9288,16
28424,17
13999,18
2199,19
5399,20
6499,21
10983,22
7231,23
3867,24
8862,25
24164,26
5417,27
19871,28
4381,29
14975,30
4843,31
11384,32
16874,33
7369,34
12471,35
7967,36
24048,37
8678,38
6313,39
3412,40
5418,41
6262,42
