id, latitude, longitude, timestamp, executionTime
0, -22.923943, -43.177799, 2020-02-28T12:57:22.058Z, 65
1, -22.924776, -43.179428, 2020-02-28T12:58:32.069Z, 87
2, -22.925875, -43.179329, 2020-02-28T12:59:07.088Z, 118
3, -22.928761, -43.179279, 2020-02-28T13:00:17.135Z, 50
4, -22.930351, -43.178955, 2020-02-28T13:01:27.189Z, 65
5, -22.930725, -43.179085, 2020-02-28T13:02:02.221Z, 62
6, -22.931084, -43.179314, 2020-02-28T13:03:11.260Z, 70
7, -22.931461, -43.179459, 2020-02-28T13:04:22.315Z, 59
8, -22.932478, -43.182209, 2020-02-28T13:05:32.363Z, 69
9, -22.932751, -43.183285, 2020-02-28T13:06:07.409Z, 57
10, -22.93276, -43.183285, 2020-02-28T13:06:41.414Z, 61
