id, latitude, longitude, timestamp, executionTime
0, -22.960569, -43.206589, 2020-03-18T22:32:55.062Z, 2257
1, -22.96034, -43.204342, 2020-03-18T22:33:55.069Z, 1934
2, -22.95949, -43.201069, 2020-03-18T22:34:55.076Z, 1701
3, -22.957621, -43.199081, 2020-03-18T22:35:55.087Z, 2873
4, -22.95569, -43.196388, 2020-03-18T22:36:55.097Z, 890
5, -22.95536, -43.195789, 2020-03-18T22:37:55.107Z, 1374
6, -22.95443, -43.19286, 2020-03-18T22:38:55.118Z, 1795
7, -22.95307, -43.188931, 2020-03-18T22:40:25.127Z, 2335
8, -22.952959, -43.188622, 2020-03-18T22:40:55.130Z, 2868
9, -22.95188, -43.185631, 2020-03-18T22:41:55.137Z, 3115
10, -22.951389, -43.18454, 2020-03-18T22:42:55.143Z, 304
11, -22.950991, -43.183281, 2020-03-18T22:43:55.149Z, 2842
12, -22.94981, -43.181419, 2020-03-18T22:44:55.153Z, 1736
13, -22.947599, -43.182129, 2020-03-18T22:45:55.159Z, 385
14, -22.943529, -43.181141, 2020-03-18T22:46:55.171Z, 2846
