id, latitude, longitude, timestamp, executionTime
0, -22.8951, -43.256, 2020-03-18T22:33:14.064Z, 2325
1, -22.894, -43.2578, 2020-03-18T22:34:14.074Z, 2397
2, -22.8949, -43.2624, 2020-03-18T22:35:33.084Z, 2856
3, -22.8967, -43.2632, 2020-03-18T22:36:54.094Z, 343
4, -22.899, -43.2636, 2020-03-18T22:37:13.104Z, 3757
5, -22.9007, -43.2666, 2020-03-18T22:38:13.108Z, 1999
6, -22.9018, -43.2692, 2020-03-18T22:39:13.119Z, 3097
7, -22.897, -43.2722, 2020-03-18T22:41:13.131Z, 1359
8, -22.8964, -43.2726, 2020-03-18T22:42:13.139Z, 2273
9, -22.8926, -43.2767, 2020-03-18T22:43:41.148Z, 2796
10, -22.8921, -43.2775, 2020-03-18T22:44:12.151Z, 2429
11, -22.892, -43.2794, 2020-03-18T22:45:12.155Z, 1490
12, -22.8919, -43.2804, 2020-03-18T22:46:12.164Z, 2384
13, -22.8919, -43.2818, 2020-03-18T22:47:12.177Z, 1560
