attach,https://node01.gubiota.ch:443 score: 39.99966223282786 scoreNorm: 0.3157032843927904
56831,0
125211,1
56671,2
136041,3
25990,4
113449,5
20961,7
-1,8
-1,6
32019,9
88368,10
83785,11
103153,12
74841,14
189955,13
43841,15
94692,16
-1,17
54488,19
143756,18
75008,20
75138,21
25457,22
12248,23
20832,24
31537,25
28486,26
74311,27
104603,29
172168,28
21601,30
7876,31
22692,32
19521,33
59649,34
16672,35
87180,36
51993,37
47001,38
48093,39
23003,40
54501,41
16571,42
6877,43
26571,44
