id, latitude, longitude, timestamp, executionTime
0, -22.8951, -43.256, 2020-03-19T08:05:42.027Z, 3784
1, -22.894, -43.2578, 2020-03-19T08:06:42.039Z, 3563
2, -22.8949, -43.2624, 2020-03-19T08:08:01.046Z, 1442
3, -22.8967, -43.2632, 2020-03-19T08:09:22.053Z, 334
4, -22.899, -43.2636, 2020-03-19T08:09:41.058Z, 1711
5, -22.9007, -43.2666, 2020-03-19T08:10:41.062Z, 1441
6, -22.9018, -43.2692, 2020-03-19T08:11:41.073Z, 1261
7, -22.897, -43.2722, 2020-03-19T08:13:41.094Z, 2148
8, -22.8964, -43.2726, 2020-03-19T08:14:41.105Z, 1175
9, -22.8926, -43.2767, 2020-03-19T08:16:09.111Z, 1330
10, -22.8921, -43.2775, 2020-03-19T08:16:40.113Z, 1552
11, -22.892, -43.2794, 2020-03-19T08:17:40.119Z, 1304
12, -22.8919, -43.2804, 2020-03-19T08:18:40.126Z, 1747
13, -22.8919, -43.2818, 2020-03-19T08:19:40.136Z, 1923
