attach,https://wallet2.iota.town:443 score: 65.4837211737266 scoreNorm: 0.5559170437383055
-1,0
-1,1
-1,3
-1,4
-1,2
-1,5
-1,6
358330,10
-1,14
-1,15
-1,13
-1,12
-1,11
-1,9
-1,19
-1,20
-1,18
-1,17
-1,21
922150,7
-1,22
973966,8
-1,16
-1,29
-1,30
-1,31
-1,32
-1,28
-1,27
-1,26
-1,25
-1,24
-1,23
-1,33
-1,34
-1,35
-1,44
-1,43
-1,42
-1,41
-1,40
-1,39
-1,38
-1,37
-1,36
