attach,https://trinity.iota-tangle.io:14265 score: 59.65358130633831 scoreNorm: 0.5351392911712732
3257,0
1850,1
1197,2
4029,3
3158,4
858,5
4132,6
1970,7
3331,8
2203,9
1332,10
5467,11
4109,12
2356,13
3429,14
1476,15
5946,16
4237,17
1058,18
3368,19
2139,20
2429,21
8998,22
2355,23
1881,24
1690,25
1522,26
1315,27
2857,28
1932,29
1176,30
3156,31
2180,32
3756,33
4525,34
2674,35
3789,36
2706,37
3851,38
2834,39
8453,40
4231,41
1507,42
2886,43
2054,44
