attach,https://pow.iota.community:443 score: 57.398746609687805 scoreNorm: 0.5149116599905492
6485,0
3753,1
46529,2
7085,3
8685,4
1111,5
7262,6
6453,7
25828,8
8495,9
4357,10
13757,11
10604,12
13718,13
5553,14
5897,15
11904,16
8312,17
2942,18
17390,19
3429,20
6644,21
4918,22
8427,23
2529,24
11508,25
8205,26
39315,27
15542,28
31181,29
26484,30
3623,31
7339,32
9683,33
20348,34
1778,35
16410,36
18574,37
3431,38
1299,39
12473,40
8530,41
15333,42
